Unique ID	Card Unique ID	Card Name	Card Pitch	Card ID	Set Printing Unique ID	Set ID	Edition	Rarity	Foiling	Art Variations	Artists	Expansion Slot	Flavor Text	Image URL	Image Rotation Degrees	TCGPlayer ID	Image Hash Art	Image Hash Full																																				
mnbLf9DB6PjLnMGgtLwnD	RmpWGrQMtkjKRfd8QqrGJ	Murky Water	1	MST233	pzpfGzzTRdLfqkQk9zRNw	MST	N	M	S		Joseph Qiu	Yes		https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST233.webp		548335	1718706576647173396	1530040254384596204																																				
9fnBppgbfhmPLDkKWLNhn	RmpWGrQMtkjKRfd8QqrGJ	Murky Water	1	MST233	pzpfGzzTRdLfqkQk9zRNw	MST	N	M	R		Joseph Qiu	Yes		https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST233-RF.webp		548335	1718706576647173396	1530040254384596204																																				
zrpbMGc8tGCPjHdrgDpQm	jGBBjz7wKwnLPrnMBRBht	Kindle	1	MST234	pzpfGzzTRdLfqkQk9zRNw	MST	N	M	S		Reza Afshar	Yes		https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST234.webp		551592	933989626043119942	6087409643289332835																																				
tjCTQNRgTFQzHLnwMMNjG	jGBBjz7wKwnLPrnMBRBht	Kindle	1	MST234	pzpfGzzTRdLfqkQk9zRNw	MST	N	M	R		Reza Afshar	Yes		https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST234-RF.webp		551592	933989626043119942	6087409643289332835																																				
nwJq9kdHq9CmcnDRjLGwj	NJkbhctpNJqK9FRDBmzKr	Dust from Stillwater Shrine	1	MST235	pzpfGzzTRdLfqkQk9zRNw	MST	N	M	S		Saad Irfan	Yes		https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST235.webp		552039	7188323675064284790	4641557091756225427																																				
c7q899QkzzFdpKPrh8bnw	NJkbhctpNJqK9FRDBmzKr	Dust from Stillwater Shrine	1	MST235	pzpfGzzTRdLfqkQk9zRNw	MST	N	M	R		Saad Irfan	Yes		https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST235-RF.webp		552039	7188323675064284790	4641557091756225427																																				
HnPc9njwNrJh9Gq7RFWJ7	q9rhJWLhqmFgpRdrb6LGM	Shadowrealm Horror	1	MST236	pzpfGzzTRdLfqkQk9zRNw	MST	N	M	S		Ausonia	Yes		https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST236.webp		548343	2709278887842329012	1531181818778367156																																				
Mgkd9dk9Wk7jhrbj8WNpH	q9rhJWLhqmFgpRdrb6LGM	Shadowrealm Horror	1	MST236	pzpfGzzTRdLfqkQk9zRNw	MST	N	M	R		Ausonia	Yes		https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST236-RF.webp		548343	2709278887842329012	1531181818778367156																																				
K7977KqkbKK7pWM7Pf7hc	zjjTKPFFzRh9fMGmR6jPR	Eloquent Eulogy	1	MST237	pzpfGzzTRdLfqkQk9zRNw	MST	N	M	S		Federico Musetti	Yes		https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST237.webp		548346	313384651848567065	1535246781260313434																																				
C7fDpgfDjqcQJ6DFnBFL9	zjjTKPFFzRh9fMGmR6jPR	Eloquent Eulogy	1	MST237	pzpfGzzTRdLfqkQk9zRNw	MST	N	M	R		Federico Musetti	Yes		https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST237-RF.webp		548346	313384651848567065	1535246781260313434																																				
zGKDbzngF8zJBnGjQtqd7	9HfDfRR8m8cLKDdg88gjm	Enigma, New Moon		MST238	pzpfGzzTRdLfqkQk9zRNw	MST	N	L	R		Livia Prima			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST238-RF.webp		552234	7321747719864545003	4955115449287457936																																				
fDKkLG68P7zG6LJgF6Mnc	9HfDfRR8m8cLKDdg88gjm	Enigma, New Moon		MST238	pzpfGzzTRdLfqkQk9zRNw	MST	N	V	C		Livia Prima			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST238-MV.webp		552791	7321747719864545003	4955115448215813264																																				
FB6zrnFzKBLGfhDdmWbbR	9HfDfRR8m8cLKDdg88gjm	Enigma, New Moon		MST238	pzpfGzzTRdLfqkQk9zRNw	MST	N	V	C	FA	Livia Prima			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MST238-MV_BACK.webp		552791	7898209700780534510	7333569260753456611																																				
dgPB7tLn6gqzjLwRmR7cD	prMJkPd8w9KQHQ9BjgMmG	Nuu		NUU001	DQzBtkPmtffbqTFtgDGKj	NUU	N	R	R		Jessada Sutthi			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU001-RF.webp			3785110999948368300	1530878357860064921																																				
gqh8Bw7BkQr7DnFJBwmmr	wcm8kJNcrzDtt6zJm9c9R	Beckoning Mistblade		NUU002	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Jessketchin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU002.webp		549726	5878641090514895827	4647316265765452315																																				
JNdPJczQ6Mn9jnTRphRTR	NbbDrzwLMP7CH69PHcWfK	Aqua Seeing Shell		NUU003	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Nikko Wahyudi			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU003.webp		549727	2997365163792889070	378191045003852235																																				
pChjTzMn7zfMJpqpTRFGG	mccHtdK6wgfhL6g98CKMT	Koi Blessed Kimono		NUU004	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Asur Misoa			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU004.webp		549728	3734213178462736653	1527647764331194822																																				
FqLhDFjBFTLKqTW7tCDhz	z6hzjr7zdqfrh8nQMf6CH	Arousing Wave		NUU005	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Junaidi Lim			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU005.webp		549732	2850800444242085820	373747716653865433																																				
HfDWd7pCQFBJqQMF7bhKd	7FKzc7kNTqjg78RNqwM77	Undertow Stilettos		NUU006	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Firaz M. Rasyid			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU006.webp		549733	2138445417175164443	1458854848699119065																																				
DFtTdPhGkQNnw9dHzNkwk	KmwdjTRNdP6LTTrwm8NN8	Art of Desire: Body	1	NUU007	DQzBtkPmtffbqTFtgDGKj	NUU	N	R	S		Henrique Lindner			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU007.webp		549735	1304150272770354907	1529891009390278712																																				
RKj9PjztBDzpndRtQbH99	bndJRd9j7KdFrzkwKngmJ	Bonds of Memory	1	NUU008	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Anastasia Pronina			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU008.webp		549736	6122766594772128075	6087302663169840120																																				
phPRLjh7KzkRPWrgz8PJH	Q9tHhJBMzdRk6HGC9nBGp	Desires of Flesh	1	NUU009	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Camille Alquier			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU009.webp		549737	2572599469054989385	1531174122196331629																																				
HqCGNntBLFgCnBcccKCHM	qHT6BFpP7DTCFHwGz6hDR	Double Trouble	1	NUU010	DQzBtkPmtffbqTFtgDGKj	NUU	N	R	S		Isuardi Therianto			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU010.webp		549738	1859158157239801900	1259818860807218069																																				
BqFLNqp8FMDR9gdcTK8CH	68HKwDLNHwFdPpdpFMJBg	Impulsive Desire	1	NUU011	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Nikolay Moskvin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU011.webp		549739	2064394969742519475	1454248994763517490																																				
cHd8KJftQKLGHhBzfnTPh	MqwKQzHWH9pbKCCrBnzbN	Mind's Desire	1	NUU012	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Tomasz Jedruszek			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU012.webp		549740	935071483675721528	310321331035234418																																				
Q88LgTBB9hnw6CzrhBHmm	nhqPkqkWqbcjBCWG6RrFq	Hiss	1	NUU013	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S	EA	Isuardi Therianto			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU013.webp		549747	488160575578955292	1499246335085328365																																				
CPTbh9rJCKWTTMMdtG6bP	j98tFFFhRFtLffgcWMp9W	Venomous Bite	1	NUU014	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Ramza Ardyputra			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU014.webp		549749	1264718689212254311	5857604785256234652																																				
WrpgjHjWK9Q7CLTc7jGzK	KWTp66RpbjrmqQPg87jbm	Hiss	2	NUU015	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S	EA	Isuardi Therianto			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU015.webp		549748	488160575578955292	1499246609963235305																																				
KnMJNCthNHhwRtjRH7fJF	dBcbb7TPrWTwm9q8Mff9L	Bonds of Attraction	3	NUU016	DQzBtkPmtffbqTFtgDGKj	NUU	N	R	S		Anastasia Balakchina			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU016.webp			1986474620199157719	1241752992195287513																																				
GKCrqfPzknptQQRMbQhwQ	RGd9j6fF9Nn8NFB9B6pfN	Bonds of Memory	3	NUU017	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Anastasia Pronina			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU017.webp		549751	6122766594772128075	6087267478797784056																																				
gqWQDfPJFTTtbM7QhcnWM	rkfqjFKJHdtqRLKJwgQNG	Deep Blue Sea	3	NUU018	DQzBtkPmtffbqTFtgDGKj	NUU	N	R	S		Carlos Cruchaga			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU018.webp		549752	6254506965586168909	4641590060877426524																																				
c9mDkzRhcpWW7PhkBzjLb	pCbzCcWBdprHzJk68tGWB	Desires of Flesh	3	NUU019	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Camille Alquier			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU019.webp		549753	2572599469054989385	1531174122196331629																																				
7tddj8mj67mMHDFwr8LWD	WqcGNMjbcfh8kknkfDrpK	Gravekeeping	3	NUU020	DQzBtkPmtffbqTFtgDGKj	NUU	N	R	S		Sebastian Giacobino			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU020.webp		549754	1061954672288168752	1458729504376973769																																				
9dd9JLLW9DjFpmJgJnfpQ	9Lht6BjkgdNDtQzkGbqrn	Impulsive Desire	3	NUU021	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Nikolay Moskvin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU021.webp		549755	2064394969742519475	1454248994763517490																																				
gg9HJf7LPm87BjhTtzRGF	7n96D77LqTKKkhnMrNTwr	Mind's Desire	3	NUU022	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Tomasz Jedruszek			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU022.webp		549756	935071483675721528	310321331035234418																																				
9TgwRJfKCDfQJDmNJtHtm	m8qP9TTpMfdKndW7wN7M7	Rising Tide	3	NUU023	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Marco González			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU023.webp		549757	1240148017926097619	1529645801098001361																																				
jhrhd8KFGfWzGhQ6gGgGL	8tzjQqHmRDzCTppjNRd9w	Hiss	3	NUU024	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S	EA	Isuardi Therianto			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU024.webp		549758	488160575578955292	1499246609963235305																																				
7ztWMWtRdfLdqphwTNkDq	rtWWzqfqCGrRG9LHzKmgD	Tide Chakra	3	NUU025	DQzBtkPmtffbqTFtgDGKj	NUU	N	R	S		Faizal Fikri			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU025.webp		549968	6600658174864941832	5799216388560470744																																				
WqqDRHkrjMHrgz6NJwdFr	m9tj8WGNNjQPt8wjMqFFf	Pass Over	3	NUU026	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Hatori Kyoka			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU026.webp			8777660865516931064	4641539495340620643																																				
Pz8MmhwTgfdgzJFpchHgf	FRTnBzBCRC7TbNhdKLWqW	Inner Chi	3	NUU026	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Carlos Cruchaga			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU026_BACK.webp			5404722471373771468	4697034046957493193																																				
D78MGHKH7RQCzR9Pqh78F	7fN6NNBdf9KQF9gWWpdzL	Path Well Traveled	3	NUU027	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Shiro Yayoi			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU027.webp		549971	6399214677509555342	5871056282702081063																																				
LBjFkkKJr9FGG6CbLczMH	FRTnBzBCRC7TbNhdKLWqW	Inner Chi	3	NUU027	DQzBtkPmtffbqTFtgDGKj	NUU	N	C	S		Carlos Cruchaga			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU027_BACK.webp		549971	5404722471373768396	4697034046957493193																																				
Gr9FPfjhmbbkKMtGFMQ9k	QqDQKkgCz9TM6HDgFkqcL	Fang Strike		NUU028	DQzBtkPmtffbqTFtgDGKj	NUU	N	T	S		Edward Chee			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU028.webp			4686389003332836558	4714025075149969839																																				
7tTHrrfzNgLmjrr7gBHwt	zBDwTqgQTKrNRwjQmMr9g	Slither		NUU029	DQzBtkPmtffbqTFtgDGKj	NUU	N	T	S		Mario Wibisono			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/NUU029.webp			314719678875390143	323796078585796252																																				
ccmTc7Lgz87tbg7f9Q8ND	t7H7JCQcTb9TTjjCbNwDH	Olympia		OLA001	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	R	R		Joseph Qiu			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA001-RF.webp		537337	2720819492504485101	415116875135285914																																				
F8MKTwTLRntfcQQ7R7pw6	PpwQBBjqmBbgBrKMPbbBr	Cintari Saber		OLA002	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Reza Afshar			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA002.webp		537338	4629487936811545190	4718282109163224379																																				
Bd7RPWq86Rctt9TwNWTnm	8RgDcJhnpLP9j6DqNqPfp	Parry Blade		OLA003	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	R	S		Raphael Pinna			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA003.webp		537339	1112107703730011827	1544284513374397636																																				
Mm8LRf6bdPD76FjT8rFR8	mRCfW6wBLjzRzjnNrKqQn	Prized Galea		OLA004	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	R	S		Carlos Cruchaga			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA004.webp		537340	7032278704477441222	4711361787357387462																																				
gCtQQNMDTbzmWp7JQKF6j	GpQBzCwwRFCKjWNq8Hgtj	Vigor Girth		OLA005	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Shen Fei			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA005.webp		537341	5170953088076700290	4931373222442834387																																				
PqtwbK9Hhp8TNJw6JrWCK	k7CQWQNw7LjqTcGB8gDTq	Beckon Applause		OLA006	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Ramza Ardyputra			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA006.webp		537342	2376688689353159302	373746887725832858																																				
JJfd9H88MjHzRqq89jf6n	RNdgT9tDmGkztGN7zpkRn	Flat Trackers		OLA007	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Alief Rusdiatama			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA007.webp		537343	4096406183814997111	1543540070765848287																																				
DJrRnjhjNPpcgCWwcTczb	99mLLCjqp78PFD7mcGktB	Rising Energy	1	OLA008	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Nikolay Moskvin			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA008.webp		537344	8272131710115683347	4641689033233152157																																				
PnRN6MQjPBz8Nbcdnch7b	cDdGBtFJkhzCrmgC6bmfb	Rising Speed	1	OLA009	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Kyxarie Peralta			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA009.webp		537345	2508888199758961942	1525392940872331896																																				
hQ7nHh9HCz7gzpPDwhjjW	HkLqBHQMJDcpJrMh7zhFm	Wage Agility	1	OLA010	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Marco González			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA010.webp		537346	428746640481793817	1454224874007782195																																				
hLPtBmR9wcpdnLgT6Tr8m	cgFCqbggd6BNB8kHFWNKJ	Wage Vigor	1	OLA011	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Mariusz Gandzel			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA011.webp		537347	7555391464954169063	4713745523465612152																																				
C7bk6DCn7RgTmwNgMgTmc	tFKpRnDbfcwtC8dwqm9qm	Agile Engagement	1	OLA012	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Tomasz Jedruszek			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA012.webp		537348	4018405694997283298	1169322663937265628																																				
6MrgKMTddLhHzRgTNq9NM	NqdJLJhMF9r9NnLdppgtK	Fatal Engagement	1	OLA013	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	R	S		Shen Fei			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA013.webp		537349	2653961077318302123	1543259699614611578																																				
BdNNcpktQTbh6RmrjwJtp	p6Q8Fw6T7dfBwGGpwQDrq	Take the Upper Hand	1	OLA014	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	R	S		Faizal Fikri			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA014.webp		537350	2433832701255443377	1530738715877009820																																				
hbGLkFqfKwbHJdRFhMLh8	J8WjCNLBmFtppjBfWqjtW	Edge Ahead	1	OLA015	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S	EA	Carlos Cruchaga			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA015.webp		537351	6480706346613988851	4738844633712190969																																				
nBwrNL6g9T88Q8THG9kkp	BRg6rFMmGRn6kPpT96W89	Engaged Swiftblade	1	OLA016	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Phu Thieu			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA016.webp		537352	8205003855851764125	4641758302465782068																																				
GDBjnfWfNKHb6wM6grcRc	nPfKdqt8wHnfLqdFNHKFH	Hold 'em	1	OLA017	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Isuardi Therianto			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA017.webp		537353	2342829935744875206	372628632793807006																																				
RHtCHW8bgjPNTN6BDrKB9	W8LHRTQFddrfnG8ptNjHW	Lead with Speed	1	OLA018	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Faizal Fikri			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA018.webp		537354	285069669509708361	1526564968459219917																																				
TcPnNK8rpccnMGhQWgnkk	c6GzLGmQpLLQHMqQBLRNz	Edge Ahead	2	OLA019	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S	EA	Carlos Cruchaga			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA019.webp		537355	6480706346613988851	4738844633712190969																																				
kgFdHfDKJKBK7TmfzDKkH	nwCQmwCJLFCtDCBtH8mfD	Lead with Speed	2	OLA020	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Faizal Fikri			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA020.webp		537356	285069669509708361	1526564968459219917																																				
drDtfwFQQkCtTL7cgnrhm	zCGntgRNcRP9bRjb8KNCR	Wage Agility	3	OLA021	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Marco González			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA021.webp		537357	428746640481793817	1454224874007782195																																				
bzTp8QjpQDPLz66gRjGgz	9t79HPQncwtwKtBg8MhRH	Wage Vigor	3	OLA022	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Mariusz Gandzel			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA022.webp		537358	7555391464954169063	4713745523465604088																																				
N6g9cnbWpzkGjtjNR6JW8	Mj9fkHtdrzzmDw8RNCKmT	Agile Engagement	3	OLA023	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Tomasz Jedruszek			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA023.webp		537359	4018405694997283298	1169322663937265628																																				
HRnHmqNQgK6MCLGPnPj6k	knbbJdFrQgDbdzh8r8hTd	Cut the Deck	3	OLA024	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	R	S		Sebastian Giacobino			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA024.webp		537360	195241936923630682	378250422929356920																																				
HBBkbpwdMTh7Mg6nDkTkM	mPWjQbHQmbd8nr8jWdhJH	Edge Ahead	3	OLA025	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S	EA	Carlos Cruchaga			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA025.webp		537361	6480706346613988851	4738844633712190969																																				
kjhdhnWKDMzzKqqp6JJmz	MDPTg8tjBW6CC9gFrGWFQ	Engaged Swiftblade	3	OLA026	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Phu Thieu			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA026.webp		537362	8205003855851764125	4641758302465782068																																				
dq9fCrmkDNpm6nf6LdCBB	WHLRchgdMH8Bjb8TDngkp	Hold 'em	3	OLA027	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	C	S		Isuardi Therianto			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA027.webp		537363	2342829935744875206	372628632793807006																																				
LbwhWmHwwcJLrDTwFKqRz	WqTTMjDgKKCp7Lnb7LH6d	Agility		OLA028	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	T	S		Tomasz Jedruszek			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA028.webp		537364	2716487674684597810	375982146559965912																																				
bNQQhnQnPDTKBfrqcmt9C	DBhPCQqjnj6qqd9DtBB7W	Vigor		OLA029	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	T	S		Rio Sabda			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA029.webp		537365	1200576805540475359	1242875593504090059																																				
WnCGWGD7hp6LHpTwKbd6P	8qdmprPg7kckn8ktMTKQh	Gold		OLA030	8bcCwFdQGfdTMTKRFKPQ6	OLA	N	T	S		Stormy Elia Fanggidae			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLA030.webp		537366	3945929013845416939	1180587163851176690																																				
WhmMkchFbPpgMzWztjWP8	hw6qHfWdqQGfRPfKJMgR7	Oldhim		OLD001	mFC8QR7k8T9WM8HHm9PPm	OLD	N	R	R		Alexander Mokhov			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLD001-RF.webp		262423	8580371421221122627	6087210305205831591																																				
rbHnJMzJqGrkdKWGdjNCN	cTRhTc7kkHWQrwpRgtrM9	Titan's Fist		OLD002	mFC8QR7k8T9WM8HHm9PPm	OLD	N	C	S		Kanadekana			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLD002.webp		262424	1851333267305514406	1241838758397227219																																				
dDNpwqj6dL99DnHrMLbNd	6nGBJrh8MDLD7JJBD6NPK	Rotten Old Buckler		OLD003	mFC8QR7k8T9WM8HHm9PPm	OLD	N	C	S		Kyxarie Peralta			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLD003.webp		262425	126615256259939574	4929999673734020122																																				
6JzHnpcdFknT6wGm9DCbh	rjhDRz7JGN7kpDdjHQfrg	Helm of Isen's Peak		OLD004	mFC8QR7k8T9WM8HHm9PPm	OLD	N	C	S		Ksenia Belova			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLD004.webp		262426	3567356569074603118	1239561699819011609																																				
gzwJmHD6LNt9dphJkbMz7	KdPWDMfBd8BQp66B9chCQ	Coat of Frost		OLD005	mFC8QR7k8T9WM8HHm9PPm	OLD	N	C	S		Irene Francisco			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLD005.webp		262427	7764852403684849784	5003458024024644547																																				
cKqNbfGMzKhDfJDq9TPWC	bPGmQFC976CBt9cTGc88t	Goliath Gauntlet		OLD006	mFC8QR7k8T9WM8HHm9PPm	OLD	N	C	S		Yulia Litvinova			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLD006.webp		262428	7116001416811715708	4715159529690850659																																				
QFQfLD7dqWT9Ndjgn8D7Q	d7FgThnkGzdhQBPmFgnrn	Ironhide Legs		OLD007	mFC8QR7k8T9WM8HHm9PPm	OLD	N	C	S		Daniil Goncharov			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLD007.webp		262446	3201140583845588561	1454351042111568784																																				
j9ftDrwDMhG9HnqFhPN7t	qMHcbmnLmdDfBkNWhkPdN	Glacial Footsteps	1	OLD008	mFC8QR7k8T9WM8HHm9PPm	OLD	N	C	S		Reza Afshar			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLD008.webp		262447	1842188727685164860	5862495687906703674																																				
djzMGrJbrDJgNf8QK87GN	q8rqGffz6jP9D7w8DbkcL	Snow Under	1	OLD009	mFC8QR7k8T9WM8HHm9PPm	OLD	N	C	S		Arif Wijaya		He stood, unyielding, as their blood turned to ice.	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLD009.webp		262449	2419398563521557386	6078400189176290171																																				
fG8zgppLfgFhBtRnWqLTG	6RffdjmzwF6NbD96cLDWR	Glacial Footsteps	3	OLD010	mFC8QR7k8T9WM8HHm9PPm	OLD	N	C	S		Reza Afshar			https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLD010.webp		262452	1842188727685164860	5862495687906703674																																				
q6cDjTcKfzdp6BzNRGTLp	NzNjkqqJgrbPbJpWQ8RWp	Snow Under	3	OLD011	mFC8QR7k8T9WM8HHm9PPm	OLD	N	C	S		Arif Wijaya		He stood, unyielding, as their blood turned to ice.	https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OLD011.webp		262453	2419398563521557386	6078400189176290171																																				
